lead_LEADQUALIFYCATION,contact_Код ПВЗ,lead_Вес (грамм)*,lead_Объявленная ценность (руб),lead_будущие покупки,lead_Сумма наложенного платежа (руб),lead_ACTUAL-FORMAT,lead_responsible_user_id,lead_Тариф Доставки,lead_Линейная длина (см),lead_utm_content,lead_Дата создания сделки,contact_LTV,sale_date,lead_LTV,lead_FORMNAME,outcome_unknown,lead_loss_reason_id,lead_Дата получения денег на Р/С
a,,,25203.0,капсула,25203.0,,MGR_0015,Почта Посылка,31.0,707043599_5712975569_17591338325_type1_mobile_com.vkontakte.android_none_0_205712975569_Orda,1770411600.0,25203.0,2026-02-07,,consult,False,,1771275600.0
,,,7200.0,не известно,7200.0,,MGR_0012,Почта Посылка,15.0,706554693_5704253772_17555186158_type1_mobile_m.dzen.ru_none_0_205704253772_Тюменский район,1770411600.0,7200.0,2026-02-07,,order,False,,
,,,5200.0,не известно,5200.0,,MGR_0007,Почта Посылка,30.0,,1770325200.0,5200.0,2026-02-07,,,False,,
a,,,37561.0,не известно,37561.0,,MGR_0006,Почта Посылка,31.0,707043610_5712975611_17591338561_type1_mobile_com.oakever.tiletrip_none_0_205712975611_Ust-Kamchatsk,1770411600.0,,2026-02-07,,consult,True,,
,,,20950.0,подушка,20950.0,,MGR_0014,Почта Посылка,24.0,706554693_5704253772_17555186158_type1_mobile_ru.yandex.weatherplugin_none_0_205704253772_Shuryshkarsky District,1770411600.0,20950.0,2026-02-07,,order,False,,1772744400.0
,,,20156.0,не известно,20156.0,,MGR_0012,Почта Посылка,35.0,702103466_5621792100_17194334912_type1_desktop_yandex.ru_none_0_205621792100_Алнаши,1770411600.0,20156.0,2026-02-07,,order_bak,False,,1771275600.0
,,,11355.0,подушка,11355.0,,MGR_0015,Почта Посылка,30.0,706964101_5711732079_17587128294_type1_mobile_dsp.yandex.ru_none_0_205711732079_Yekaterinburg,1770411600.0,11355.0,2026-02-07,,order_bak,False,,1771275600.0
a,KAN6,1070.0,,не известно,,,MGR_0023,Посылка склад-склад,,706658922_5706300297_17563450427_type1_mobile_dsp.yandex.ru_none_0_205706300297_Kandalaksha,1770411600.0,,2026-02-07,,consult,False,,
a,SMF3,1764.0,,не известно,,,MGR_0007,Посылка склад-склад,,707043599_5712975569_17591338325_type1_mobile_ru.yandex.weatherplugin_none_0_205712975569_Bakhchisaray District,1770411600.0,21748.0,2026-02-07,,consult,False,,1772139600.0
,SHKHT4,1762.0,,не известно,,,MGR_0023,Посылка склад-склад,,706964091_5711732056_17587126077_type1_mobile_ru.ok.android_none_0_205711732056_Shakhty,1770411600.0,,2026-02-07,,order_bak,False,,
,,,10093.0,не известно,10093.0,,MGR_0012,Почта Посылка,15.0,706948401_5711566254_17586099882_type1_desktop_dzen.ru_none_0_205711566254_Ковров,1770411600.0,10093.0,2026-02-07,,order,False,,
,ORN24,2138.0,,не известно,,,MGR_0007,Посылка склад-склад,,706634948_5706053565_17561457730_type1_mobile_yandex.ru_none_0_205706053565_Оренбург,1770411600.0,26760.0,2026-02-07,,order,False,,1772485200.0
,MSK2496,1838.0,,матрас,,,MGR_0015,Посылка склад-склад,,706554624_5704253428_17555178764_type1_mobile_yandex.ru_none_0_205704253428_Москва,1769115600.0,13600.0,2026-02-07,,order,False,,1772485200.0
,RZHV3,454.0,,подушка,,,MGR_0015,Посылка склад-склад,,707013559_5712548227_17589824837_type1_mobile_yandex.ru_none_0_205712548227_Ржев,1770411600.0,6445.0,2026-02-07,,order,False,,1771880400.0
,,,3598.0,унив повязка,3598.0,,MGR_0014,Почта Посылка,30.0,Неизвестно,1770411600.0,91370.0,2026-02-07,,,False,,
,MSK495,768.0,,не известно,,,MGR_0007,Посылка склад-склад,,701100090_5606059843_17113794472_type1_mobile_moskva-tverskaya.nuipogoda.ru_none_0_205606059843_Москва,1770325200.0,8790.0,2026-02-07,,consult,False,,1771534800.0
,,,16011.0,не известно,16011.0,,MGR_0012,Почта Посылка,43.0,,1770411600.0,16011.0,2026-02-07,,,False,,
,,,4140.0,не известно,4140.0,,MGR_0023,Почта Посылка,30.0,,1770411600.0,4140.0,2026-02-07,,,False,,
a,DZZH3,1294.0,,подушка,,,MGR_0014,Посылка склад-склад,,706658922_5706300297_17563450427_type1_mobile_www.rlsnet.ru_none_0_205706300297_Дзержинск,1770411600.0,14455.0,2026-02-07,,consult,False,,1771880400.0
,,355.0,,не известно,,,MGR_0023,Посылка склад-дверь,,702103466_5621792100_17194334911_type1_mobile_progorod43.ru_none_0_205621792100_Шумерля,1770325200.0,,2026-02-07,,order_bak,False,,
a,YLA42,348.0,,не известно,,,MGR_0006,Посылка склад-склад,,707043609_5712975609_17591338537_type1_mobile_dzen.ru_none_0_205712975609_Yoshkar-Ola,1770411600.0,6738.0,2026-02-07,,consult,False,,1771966800.0
,VLG149,670.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1770411600.0,,2026-02-07,,,False,,1771448400.0
,MAY2,182.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,60281.0,2026-02-07,55161.0,,False,,1772485200.0
,,,30755.0,капсула,30755.0,,MGR_0015,Почта Посылка,31.0,702467942_5626407374_17224743482_type1_mobile_dzen.ru_none_0_205626407374_Нижний Тагил,1770411600.0,30755.0,2026-02-07,,,False,,
,NVR36,2004.0,,не известно,,,MGR_0010,Посылка склад-склад,,702337674_5624702271_17213418754_type1_mobile_com.fugo.wow_none_0_205624702271_Novorossiysk,1770411600.0,17275.0,2026-02-07,,,False,,1771448400.0
a,SPB295,672.0,,не известно,,,MGR_0023,Посылка склад-склад,,at,1770325200.0,8780.0,2026-02-07,,order_bak,False,,1771880400.0
a,,,30306.0,не известно,30306.0,,MGR_0012,Почта Посылка,50.0,706908700_5710818618_17583641558_type1_mobile_m.dzen.ru_none_0_205710818618_Соликамск,1770411600.0,30306.0,2026-02-07,,order_bak,False,,1771275600.0
,,,15511.0,унив повязка,15511.0,,MGR_0014,Почта Посылка,45.0,,1770411600.0,33121.0,2026-02-07,,,False,,
,,162.0,,не известно,,,MGR_0015,Посылка склад-дверь,,115509254_5632603232_17256366549_type1_desktop_dzen.ru_none_0_205632603232_Смоленск,1769720400.0,5390.0,2026-02-07,,,False,,1771534800.0
,STV10,804.0,,капсула,,,MGR_0015,Посылка склад-склад,,702279529_5624026357_17208633173_type1_mobile_dzen.ru_none_0_205624026357_Stavropol,1770411600.0,10734.0,2026-02-07,,,False,,1771880400.0
a,,680.0,,не известно,,,MGR_0012,Посылка склад-дверь,,706861340_5709677456_17580423793_type1_mobile_yandex.ru_none_0_205709677456_Самара,1770411600.0,8284.0,2026-02-07,,consult,False,,1771880400.0
,,2362.0,27046.0,не известно,27046.0,,MGR_0006,Посылка склад-склад,12.0,702829935_5631600992_17251638154_type1_mobile_m.dzen.ru_none_0_205631600992_Лысьва,1770411600.0,27046.0,2026-02-07,,consult,False,,
,SMF19,398.0,,не известно,,,MGR_0007,Посылка склад-склад,,706894590_5710378030_17582878130_type1_mobile_ru.zen.android_none_0_205710378030_Simferopol,1770411600.0,11060.0,2026-02-07,,artraid-dem,False,,1771534800.0
,MSK2437,744.0,,не известно,,,MGR_0023,Посылка склад-склад,,702829935_5631600992_17251696009_type1_mobile_m.dzen.ru_none_0_205631600992_Москва,1770325200.0,11210.0,2026-02-07,,consult,False,,1771448400.0
,,,9879.0,не известно,9879.0,,MGR_0012,Почта Посылка,30.0,706894592_5710378036_17582878150_type1_desktop_dzen.ru_none_0_205710378036_Novosibirsk,1770411600.0,9879.0,2026-02-07,,artraid-dem,False,,
,SZR5,1158.0,,не известно,,,MGR_0010,Посылка склад-склад,,702829935_5631600992_17251696029_type1_desktop_none_premium_1_205631600992_Тольятти,1770411600.0,15420.0,2026-02-07,,consult,False,,1771880400.0
,YARS20,1010.0,,не известно,,,MGR_0006,Посылка склад-склад,,702467942_5626407374_17224743482_type1_mobile_com.oakever.tiletrip_none_0_205626407374_Zavolzhskoye rural settlement,1770411600.0,11371.0,2026-02-07,,,False,,1771534800.0
,MSK301,670.0,,не известно,,,MGR_0012,Посылка склад-склад,,706948400_5711566243_17586099820_type1_mobile_m.dzen.ru_none_0_205711566243_Москва,1770411600.0,7932.0,2026-02-07,,order,False,,1771880400.0
a,,1260.0,,капсула,,,MGR_0015,Посылка склад-дверь,,706409294_5701667260_17544394484_type1_desktop_dzen.ru_none_0_205701667260_Ижевск,1770411600.0,17092.0,2026-02-07,,order_bak,False,,1771534800.0
,YEKB15,1852.0,,матрас,,,MGR_0014,Посылка склад-склад,,706634948_5706053565_17561457730_type1_mobile_v-tagile.ru_none_0_205706053565_Pskov,1770411600.0,15155.0,2026-02-07,,order,False,,1771534800.0
a,AKS7,2395.0,,не известно,,,MGR_0006,Посылка склад-склад,,707058921_5713649870_17592298718_type1_mobile_com.openmygame.games.android.wordpizza_none_0_205713649870_Aksay,1770411600.0,,2026-02-07,,order_bak,False,,
,ARM10,1488.0,,не известно,,,MGR_0023,Посылка склад-склад,,702811512_5631335206_17250277758_type1_desktop_none_premium_1_205631335206_Армянск,1770411600.0,18499.0,2026-02-07,,order_bak,False,,1771534800.0
a,,,20256.0,не известно,20256.0,,MGR_0023,Почта Посылка,43.0,707061893_5713673641_17592389151_type1_mobile_vgudok.com_none_0_205713673641_Мингрельское сельское поселение,1770411600.0,20256.0,2026-02-07,,order_bak,False,,
,,396.0,,не известно,,,MGR_0007,Посылка склад-дверь,,706117407_5697843830_17522835604_type1_mobile_vpn.fast.unlimited.free_none_0_205697843830_vladimir,1770152400.0,11205.0,2026-02-07,,artraid-dem,False,,1771534800.0
a,BTS5,162.0,,не известно,,,MGR_0012,Посылка склад-склад,,706658922_5706300297_17563450427_type1_desktop_yandex.ru_none_0_205706300297_Батайск,1770411600.0,5650.0,2026-02-07,,consult,False,,1771534800.0
,,,23293.0,не известно,23293.0,,MGR_0007,Почта Посылка 1 класса,30.0,,1770411600.0,23293.0,2026-02-07,,consult,False,,
,BLD13,2380.0,,не известно,,,MGR_0006,Посылка склад-склад,,706446760_5706029093_17561277300_type1_mobile_m.dzen.ru_none_0_205706029093_Белгородская область,1770325200.0,25913.0,2026-02-07,,order,False,,1771880400.0
,RND85,550.0,,не известно,,,MGR_0023,Посылка склад-склад,,706446701_5702262380_17547286559_type1_mobile_dzen.ru_none_0_205702262380_Rostov-na-Donu,1770411600.0,22986.0,2026-02-07,,order,False,,1771880400.0
,,,6480.0,не известно,6480.0,,MGR_0012,Почта Посылка,30.0,706415600_5701732449_17544780072_type1_mobile_bobsoccer.ru_none_0_205701732449_Москва,1770325200.0,6480.0,2026-02-07,,order,False,,
a,SPB944,2006.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1770411600.0,21950.0,2026-02-07,,error,False,,1771448400.0
,,1418.0,,не известно,,,MGR_0023,Посылка склад-дверь,,706964092_5711732062_17587127066_type1_mobile_m.dzen.ru_none_0_205711732062_Красногорск,1770411600.0,15734.0,2026-02-07,,order_bak,False,,1771448400.0
,MSK180,198.0,,не известно,,,MGR_0007,Посылка склад-склад,,706554697_5704253785_17555186446_type1_mobile_dzen.ru_none_0_205704253785_Lubercy,1770411600.0,9152.0,2026-02-07,,order,False,,1771448400.0
a,RND39,1076.0,,капсула,,,MGR_0015,Посылка склад-склад,,707065528_5713708598_17592582180_type1_mobile_com.oakever.tiletrip_none_0_205713708598_Krasnodar,1770411600.0,,2026-02-07,,consult,False,,
,,,15515.0,матрас,15515.0,,MGR_0014,Почта Посылка,31.0,706634948_5706053565_17561457730_type1_mobile_yandex.ru_none_0_205706053565_Агинское,1770411600.0,,2026-02-07,,order,False,,
,KPK1,74.0,,не известно,,,MGR_0023,Посылка склад-склад,,705835502_5692898778_17495284241_type1_mobile_ru.yandex.searchplugin_none_0_56271584028_Novokuznetsk,,8921.0,2026-02-07,6921.0,,False,,1771880400.0
,,,9289.0,не известно,9289.0,,MGR_0007,Почта Посылка,40.0,706634948_5706053565_17561457730_type1_mobile_s30895638689.mirtesen.ru_none_0_205706053565_Москва,1770411600.0,9289.0,2026-02-07,,order,False,,
,KLG14,648.0,,не известно,,,MGR_0023,Посылка склад-склад,,705007398_5678722719_17421059852_type1_mobile_yandex.ru_other_1_56028878533_Калуга,1770411600.0,8740.0,2026-02-07,,,False,,1771534800.0
a,,,10300.0,не известно,10300.0,,MGR_0012,Почта Посылка,30.0,706410720_5701679684_17544409537_type1_mobile_yandex.ru_none_0_205701679684_Поселок совхоза Воронежский,1770411600.0,10300.0,2026-02-07,,consult,False,,1772053200.0
,UFA31,756.0,,не известно,,,MGR_0007,Посылка склад-склад,,706415600_5701732452_17544780077_type1_mobile_24smi.press_none_0_205701732452_Уфа,1770325200.0,16115.0,2026-02-07,,order,False,,1771880400.0
a,MSK951,1830.0,,не известно,,,MGR_0023,Посылка склад-склад,,706634948_5706053565_17561457730_type1_mobile_news.ru_none_0_205706053565_Москва,1770498000.0,96955.0,2026-02-08,,order_bak,False,,1771534800.0
a,UFA10,1086.0,,унив повязка,,,MGR_0014,Посылка склад-склад,,705549532_5688016463_17471130491_type1_mobile_m.iamcook.ru_none_0_205688016463_Самарская область,1770498000.0,15520.0,2026-02-08,,order_bak,False,,1772053200.0
,,696.0,,не известно,,,MGR_0003,Посылка склад-дверь,,706446760_5702262629_17547287997_type1_mobile_m.dzen.ru_none_0_205702262629_Екатеринбург,1769634000.0,15035.0,2026-02-08,,order,False,,
,BSK4,678.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,,1770238800.0,8930.0,2026-02-08,,,False,,1771966800.0
,,,11460.0,не известно,11460.0,,MGR_0012,Посылка склад-склад,40.0,706682880_5706886892_17565443397_type1_mobile_com.mi.globalbrowser_none_0_205706886892_Perm,1770498000.0,,2026-02-08,,consult,False,,
,KEM128,1010.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1770498000.0,11681.0,2026-02-08,,,False,,1771880400.0
a,,,10975.0,не известно,10975.0,,MGR_0012,Почта Посылка,30.0,705549532_5688016463_17471130488_type1_mobile_dzen.ru_none_0_205688016463_Екатеринбург,1770498000.0,10975.0,2026-02-08,,order_bak,False,,
a,NZHK3,1778.0,,не известно,,,MGR_0003,Посылка склад-склад,,705549532_5688016463_17471130488_type1_mobile_m.dzen.ru_none_0_205688016463_Нижнекамск,1770498000.0,33740.0,2026-02-08,,order_bak,False,,1771534800.0
a,ARKH66,562.0,,унив повязка,,,MGR_0015,Посылка склад-склад,,706948402_5711566260_17586099920_type1_mobile_kubnews.ru_none_0_205711566260_Архангельск,1770498000.0,,2026-02-08,,consult,False,,
,VLD2,1562.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1770498000.0,,2026-02-08,,,False,,
,KNP5,648.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_pogoda7.ru_none_0_205621792100_Санкт-Петербург,1770498000.0,8830.0,2026-02-08,,order_bak,False,,1771880400.0
,,,11816.0,не известно,11816.0,,MGR_0012,Почта Посылка,40.0,,1770498000.0,11816.0,2026-02-08,,,False,,
,TOM85,1170.0,,унив повязка,,,MGR_0014,Посылка склад-склад,,702467942_5626407374_17224743482_type1_mobile_m.dzen.ru_none_0_205626407374_Москва,1770498000.0,15805.0,2026-02-08,,,False,,1771880400.0
a,,,5646.0,не известно,5646.0,,MGR_0012,Почта Посылка,30.0,706948402_5711566260_17586099920_type1_mobile_yandex.ru_none_0_205711566260_Октябрьское сельское поселение,1770498000.0,,2026-02-08,,consult,False,,
,YARS14,650.0,,не известно,,,MGR_0023,Посылка склад-дверь,,705007398_5678722719_17421059854_type1_desktop_none_premium_1_56028878521_Ярославль,1770498000.0,15717.0,2026-02-08,,,False,,
a,NOV6,1066.0,,не известно,,,MGR_0003,Посылка склад-склад,,706861338_5709677438_17580423700_type1_mobile_com.mi.globalbrowser_none_0_205709677438_Novospasskoye,1770498000.0,20280.0,2026-02-08,,consult,False,,1772053200.0
a,OKT1,,,унив повязка,,,MGR_0015,Посылка склад-склад,,706753346_5707959115_17570074057_type1_desktop_mail.ru_none_0_205707959115_Октябрьский,1770498000.0,,2026-02-08,,consult,False,,
a,,,8849.0,не известно,8849.0,,MGR_0012,Почта Посылка,40.0,707061809_5713673287_17592388451_type1_mobile_m.dzen.ru_none_0_205713673287_Санкт-Петербург,1770498000.0,8849.0,2026-02-08,,order_bak,False,,
a,NYA1,1422.0,,не известно,,,MGR_0023,Посылка склад-склад,,706483651_5702742099_17549833341_type1_mobile_com.vkontakte.android_none_0_205702742099_Nyandoma,1770498000.0,15719.0,2026-02-08,,consult,False,,1771880400.0
,PUL2,756.0,,подушка,,,MGR_0012,Посылка склад-склад,,706634949_5706053580_17561457793_type1_mobile_24smi.org_none_0_205706053580_Сарапульский район,1770498000.0,8850.0,2026-02-08,,order,False,,1771880400.0
,,,11202.0,не известно,11202.0,,MGR_0003,Посылка склад-склад,40.0,706894263_5710374454_17582858448_type1_mobile_ru.zen.android_none_0_205710374454_Moscow,1770498000.0,18502.0,2026-02-08,,artraid-dem,False,,
,,1376.0,,не известно,,,MGR_0023,Посылка склад-дверь,,,1770498000.0,15719.0,2026-02-08,,,False,,1771534800.0
a,,,22340.0,унив повязка,22340.0,,MGR_0015,Почта Посылка,43.0,706948402_5711566260_17586099920_type1_mobile_yandex.ru_none_0_205711566260_Депо,1770498000.0,22340.0,2026-02-08,,order_bak,False,,
,,,15413.0,не известно,15413.0,,MGR_0012,Почта Посылка,31.0,707070052_5713738629_17592728118_type1_desktop_dzen.ru_none_0_205713738629_Усть-Илимский район,1770498000.0,15413.0,2026-02-08,,order,False,,1772658000.0
,LYUB47,1878.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1770498000.0,23187.0,2026-02-08,,,False,,
,MSK2406,1890.0,,матрас,,,MGR_0014,Посылка склад-склад,,,1770498000.0,18155.0,2026-02-08,,,False,,1772398800.0
a,BRD3,536.0,,не известно,,,MGR_0006,Посылка склад-склад,,705706404_5690343832_17483553882_type1_mobile_ru.ok.android_none_0_205690343832_berdsk,1768770000.0,5810.0,2026-02-08,,error,False,,1772139600.0
,SPB49,1834.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1770498000.0,19100.0,2026-02-08,,,False,,
,DEV4,450.0,,не известно,,,MGR_0006,Посылка склад-склад,,707070428_5713739964_17592748655_type1_mobile_www.banki.ru_none_0_205713739964_Новодевяткинское сельское поселение,1770498000.0,,2026-02-08,,order,False,,
,,,5945.0,не известно,5945.0,,MGR_0012,Почта Посылка,23.0,706948400_5711566242_17586099819_type1_mobile_m.dzen.ru_none_0_205711566242_Симферополь,1770498000.0,5945.0,2026-02-08,,order,False,,
,KIN1,814.0,,подушка,,,MGR_0014,Посылка склад-склад,,Неизвестно,1770498000.0,12665.0,2026-02-08,,,False,,1771534800.0
,UDM1,1702.0,,не известно,,,MGR_0023,Посылка склад-склад,,706981530_5712012953_17588087053_type1_mobile_dzen.ru_none_0_205712012953_udomlya,1770498000.0,,2026-02-08,,lection_practice,False,,
a,,,14461.0,унив повязка,14461.0,,MGR_0011,Почта Посылка,40.0,707071381_5713748286_17592776587_type1_mobile_com.vitastudio.mahjong_none_0_205713748286_Novolugovskoy sel&#039;sovet,1770498000.0,14461.0,2026-02-08,,order_bak,False,,1771275600.0
a,TPS2,668.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,at,1770498000.0,8431.0,2026-02-08,,order_bak,False,,1771880400.0
a,,,,не известно,,,MGR_0012,Почта Посылка,,706948400_5711566242_17586099819_type1_mobile_ru.zen.android_none_0_205711566242_Odincovo,1770498000.0,,2026-02-08,,order_bak,False,,
,MSK599,570.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1770325200.0,5845.0,2026-02-08,,,False,,
,DEV4,,,не известно,,,MGR_0006,Посылка склад-склад,,707070428_5713739964_17592748655_type1_mobile_www.banki.ru_none_0_205713739964_Новодевяткинское сельское поселение,1770498000.0,,2026-02-08,,order,False,,
a,,,,не известно,,,MGR_0012,Почта Посылка,,705549532_5688016463_17471130491_type1_mobile_free.vpn.unblock.proxy.vpn.master.pro_none_0_205688016463_Kilmez,1770498000.0,,2026-02-08,,order_bak,False,,
a,DEV4,1092.0,,унив повязка,,,MGR_0014,Посылка склад-склад,,706409294_5701667260_17544394484_type1_mobile_nuts.sort.bolts.nut.color.game.free.screw.puzzle_none_0_205701667260_Saint Petersburg,1770498000.0,15375.0,2026-02-08,,order_bak,False,,1771880400.0
,MSK2367,2358.0,,не известно,,,MGR_0006,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_ru.zen.android_none_0_205621792100_Moscow,1770498000.0,25878.0,2026-02-08,,order_bak,False,,1771362000.0
a,,646.0,,не известно,,,MGR_0011,Посылка склад-дверь,,707070517_5713740512_17592752404_type1_mobile_dzen.ru_none_0_205713740512_Moscow,1770498000.0,14422.0,2026-02-08,,consult,False,,1771362000.0
,,,14880.0,шлем,14880.0,,MGR_0015,Почта Посылка,31.0,,1770411600.0,14880.0,2026-02-08,,,False,,1771448400.0
,AST43,1454.0,,жилет,,,MGR_0003,Посылка склад-склад,,,1770498000.0,24300.0,2026-02-08,,,False,,1771534800.0
a,,,20189.0,не известно,20189.0,,MGR_0012,Почта Посылка,43.0,706948398_5711566221_17586099696_type1_mobile_dzen.ru_none_0_205711566221_Togliatti,1770498000.0,20189.0,2026-02-08,,order_bak,False,,1771275600.0
,,1378.0,,не известно,,,MGR_0023,Посылка склад-дверь,,707076695_5713825019_17592992250_type1_desktop_yandex.ru_none_0_205713825019_Благовещенск,1770498000.0,15899.0,2026-02-08,,order_phone_present,False,,1772398800.0
,,,5728.0,не известно,5728.0,,MGR_0012,Почта Посылка,30.0,,1770498000.0,,2026-02-08,,,False,,
,MSK150,654.0,,не известно,,,MGR_0023,Посылка склад-склад,,706894592_5710378036_17582878150_type1_mobile_m.dzen.ru_none_0_205710378036_Москва,1770411600.0,17795.0,2026-02-08,,artraid-dem,False,,1771448400.0
,MSK350,1846.0,,не известно,,,MGR_0023,Посылка склад-склад,,706414621_5701724543_17544716337_type1_mobile_dzen.ru_none_0_205701724543_Москва,1770498000.0,15326.0,2026-02-08,,order,False,,1771534800.0
,,,10567.0,не известно,10567.0,,MGR_0006,Почта Посылка,40.0,,1770498000.0,10567.0,2026-02-08,,,False,,1771275600.0
a,MSK524,648.0,,капсула,,,MGR_0015,Посылка склад-склад,,706753346_5707959115_17570074057_type1_mobile_yandex.ru_none_0_205707959115_Москва,1770498000.0,16886.0,2026-02-08,,consult,False,,1771448400.0
,BAL13,2670.0,,не известно,,,MGR_0003,Посылка склад-склад,,707033475_5712914033_17590938599_type1_mobile_www.yandex.ru_none_0_205712914033_Балабаново,1770498000.0,38990.0,2026-02-08,,consult,False,,1771362000.0
,SPB343,198.0,,не известно,,,MGR_0010,Посылка склад-склад,,,1770325200.0,4100.0,2026-02-08,,,False,,1771534800.0
,PSHK18,162.0,5930.0,не известно,5930.0,,MGR_0012,Посылка склад-склад,30.0,,1770498000.0,5930.0,2026-02-08,,,False,,1772139600.0
,NSK327,3894.0,,матрас,,,MGR_0003,Посылка склад-склад,,,1770498000.0,46750.0,2026-02-08,,,False,,1771880400.0
,,,8865.0,унив повязка,8865.0,,MGR_0014,Почта Посылка,40.0,702103459_5621792063_17194334648_type1_mobile_www.popcornnews.ru_none_0_205621792063_Козлово,1770498000.0,8865.0,2026-02-08,,order_bak,False,,1771275600.0
,,,4160.0,не известно,4160.0,,MGR_0010,Почта Посылка,30.0,705835502_5692898778_17495284242_type1_mobile_com.anyreads.patephone_none_0_56271584059_Volga Federal District,1770498000.0,4160.0,2026-02-08,,order,False,,
,,,5630.0,не известно,5630.0,,MGR_0012,Почта Посылка,30.0,707070661_5713741064_17592757948_type1_mobile_yandex.ru_none_0_205713741064_Ленинский район,1770498000.0,5630.0,2026-02-08,,artraid-dem,False,,
a,YARS7,162.0,,не известно,,,MGR_0011,Посылка склад-склад,,706753346_5707959115_17570074057_type1_mobile_com.imo.android.imoim_none_0_205707959115_Yaroslavl,1770498000.0,,2026-02-08,,consult,False,,
,SPB118,1572.0,,шлем,,,MGR_0015,Посылка склад-склад,,702811512_5631335206_17250277756_type1_mobile_none_premium_2_205631335206_Санкт-Петербург,1770498000.0,15407.0,2026-02-08,,order_bak,False,,1771534800.0
a,RND218,1684.0,,унив повязка,,,MGR_0015,Посылка склад-склад,,706483651_5702742099_17549833342_type1_mobile_com.veraxen.jigsaw_none_0_205702742099_Rostov-na-Donu,1770498000.0,18400.0,2026-02-08,,order_bak,False,,1771880400.0
,,,10780.0,не известно,10780.0,,MGR_0012,Почта Посылка,23.0,Неизвестно,1770498000.0,,2026-02-08,,,True,,
,SHU8,666.0,,не известно,,,MGR_0023,Посылка склад-склад,,706911333_5710893537_17583817980_type1_mobile_45.ru_none_0_205710893537_Калуга,1770498000.0,8885.0,2026-02-08,,lection_practice,False,,1772398800.0
,ZHSK1,2322.0,,не известно,,,MGR_0010,Посылка склад-склад,,707044451_5712980563_17591370196_type1_desktop_dzen.ru_none_0_205712980563_Железногорск,1770411600.0,21795.0,2026-02-08,,consult,False,,1771880400.0
,MSK2350,650.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,8780.0,2026-02-08,,,False,,
,,,18940.0,не известно,18940.0,,MGR_0009,Посылка склад-склад,31.0,706414621_5701732133_17544777411_type1_mobile_zeronum.ru_none_0_205701732133_Magadan,1770584400.0,,2026-02-09,,order,True,,
a,,,22483.0,не известно,22483.0,,MGR_0007,Почта Посылка,43.0,707082893_5713863772_17593184453_type1_desktop_yandex.ru_none_0_205713863772_Москва,1770584400.0,22483.0,2026-02-09,,order_bak,False,,1771448400.0
,NKZ75,498.0,,не известно,,,MGR_0009,Посылка склад-склад,,706554693_5704253772_17555186152_type1_mobile_ru.ria.ria_none_0_205704253772_Novokuznetsk,1770584400.0,7180.0,2026-02-09,,order,False,,1772571600.0
,,,7220.0,не известно,7220.0,,MGR_0009,Посылка склад-склад,23.0,707033475_5712914033_17590938599_type1_mobile_www.popcornnews.ru_none_0_205712914033_Улан-Удэ,1770584400.0,,2026-02-09,,,False,,
a,ANG20,2118.0,,не известно,,,MGR_0007,Посылка склад-склад,,705546285_5687949486_17470918594_type1_desktop_dzen.ru_none_0_205687949486_Angarsk,1770584400.0,31015.0,2026-02-09,,consult,False,,1771966800.0
a,YURG8,980.0,,унив повязка,,,MGR_0011,Посылка склад-склад,,707083084_5713867020_17593193626_type1_mobile_ura.news_none_0_205713867020_Кемеровская область (Кузбасс),1770584400.0,,2026-02-09,,consult,False,,
,SPB1092,572.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1770584400.0,24045.0,2026-02-09,,,False,,1771880400.0
,USI6,4126.0,,не известно,,,MGR_0009,Посылка склад-склад,,707071371_5713747663_17592776460_type1_desktop_yandex.ru_none_0_205713747663_Усинск,1770584400.0,,2026-02-09,,order,False,,1772139600.0
,UTI2,2104.0,,не известно,,,MGR_0008,Посылка склад-склад,,706415600_5701732452_17544780077_type1_mobile_dzen.ru_none_0_205701732452_Ust-Ilimsk,1770584400.0,23162.0,2026-02-09,,order,False,,
a,,,14461.0,унив повязка,14461.0,,MGR_0011,Почта Посылка,40.0,705549532_5688016463_17471130488_type1_mobile_com.healthapplines.healthsense.bloodsugarhub_none_0_205688016463_Lipin Bor,1770584400.0,,2026-02-09,,order_bak,False,,
a,BSK4,670.0,,унив повязка,,,MGR_0001,Посылка склад-склад,,706908697_5710818595_17583641453_type1_mobile_sport24.ru_none_0_205710818595_Бийск,1770325200.0,9110.0,2026-02-09,,consult,False,,1772485200.0
